id,year,ID,state,state name,oil vol (bbl),gas vol (tcf),price oil (pb),price gas (pkcf),un prov res,sqmiles,avg pi,res per pi,increase,res per sq m,Population (000),pi,non min pi (thousands),min earn (thousands),res rev,non res rev,inc tax rev,tot exp,exp per pop,tot edu exp,savings,resrevpi,nonresrevpi,inc tax pi,totexppi,edu exp pi,savings pi,resrevpi2,nonresrevpi2,inc tax rev pi 2,tot exp pi 2,tot edu exp pi 2,savings pi 2
AR1980,1980,2-Apr,4,AR,0.206604485,39.71688484,45.12803561,3.323463484,141.321271,53178.77,29190,0.004841,1,0.002657475,"2,286.00",17214,"17,057,534.00","156,466.00","88,637.00","2,206,536.00","400,358.00","2,147,543.00",939.43,"780,569.00","147,630.00",0.0051,0.1282,0.0233,0.1248,0.0453,0.0086,0.0052,0.1294,0.0235,0.1259,0.0458,0.0087
AZ1980,1980,2-Mar,3,AZ,0.095178147,0.35512544,45.12803561,3.323463484,5.475449221,113997.77,58999,0.000093,1,4.80E-05,"2,718.00",25964,"25,262,313.00","701,687.00","95,567.00","3,091,512.00","405,262.00","2,637,286.00",970.3,"1,181,970.00","549,793.00",0.0037,0.1191,0.0156,0.1016,0.0455,0.0212,0.0038,0.1224,0.016,0.1044,0.0468,0.0218
CA1980,1980,2-May,5,CA,2.535059622,6.305284246,45.12803561,3.323463484,135.3576428,158144.83,512203,0.000264,1,0.000855909,"23,668.00",283904,"281,898,628.00","2,005,372.00","1,382,497.00","34,704,755.00","8,970,919.00","32,812,198.00","1,386.35","12,086,100.00","3,275,054.00",0.0049,0.1222,0.0316,0.1156,0.0426,0.0115,0.0049,0.1231,0.0318,0.1164,0.0429,0.0116
CO1980,1980,2-Jun,6,CO,0.430213233,47.48585388,45.12803561,3.323463484,177.2321794,104093.95,61663,0.002874,1,0.001702617,"2,890.00",31165,"29,825,057.00","1,339,943.00","171,129.00","3,194,384.00","571,932.00","2,804,770.00",970.51,"1,242,988.00","560,743.00",0.0055,0.1025,0.0184,0.09,0.0399,0.018,0.0057,0.1071,0.0192,0.094,0.0417,0.0188
CT1980,1980,2-Jul,7,CT,0,0.000664595,45.12803561,3.323463484,0.002208758,4962.77,66947,0,1,4.45E-07,"3,108.00",38357,"38,137,851.00","219,149.00","163,801.00","3,308,524.00","347,092.00","3,341,267.00","1,075.05","827,564.00","131,058.00",0.0043,0.0863,0.009,0.0871,0.0216,0.0034,0.0043,0.0868,0.0091,0.0876,0.0217,0.0034
DE1980,1980,2-Aug,8,DE,0,0,45.12803561,3.323463484,0,1975.78,11589,0,1,0,594,6399,"6,372,029.00","26,971.00","41,390.00","928,943.00","276,316.00","886,151.00","1,491.84","343,025.00","84,182.00",0.0065,0.1452,0.0432,0.1385,0.0536,0.0132,0.0065,0.1458,0.0434,0.1391,0.0538,0.0132
FL1980,1980,2-Oct,10,FL,0.361773636,8.548886872,45.12803561,3.323463484,44.73804689,56695.03,210394,0.000213,1,0.0007891,"9,746.00",97624,"96,929,981.00","694,019.00","450,133.00","7,772,560.00","371,405.00","7,386,754.00",757.93,"3,147,477.00","835,939.00",0.0046,0.0796,0.0038,0.0757,0.0322,0.0086,0.0046,0.0802,0.0038,0.0762,0.0325,0.0086
GA1980,1980,2-Nov,11,GA,0.000915037,2.240841564,45.12803561,3.323463484,7.488648944,58808.69,101118,0.000074,1,0.000127339,"5,463.00",46128,"45,886,637.00","241,363.00","152,384.00","5,041,676.00","1,111,786.00","4,900,734.00",897.08,"1,964,825.00","293,326.00",0.0033,0.1093,0.0241,0.1062,0.0426,0.0064,0.0033,0.1099,0.0242,0.1068,0.0428,0.0064
HI1980,1980,2-Dec,12,HI,#N/A,#N/A,45.12803561,3.323463484,#N/A,6429.38,17927,#N/A,1,#N/A,965,11026,"11,004,101.00","21,899.00","86,632.00","1,808,697.00","361,663.00","1,660,028.00","1,720.24","559,207.00","235,301.00",0.0079,0.164,0.0328,0.1506,0.0507,0.0213,0.0079,0.1644,0.0329,0.1509,0.0508,0.0214
IA1980,1980,16-2,16,IA,0.003706627,0.096372294,45.12803561,3.323463484,0.487562583,56272.82,39972,0.000012,1,8.66E-06,"2,914.00",27894,"27,787,429.00","106,571.00","93,051.00","3,385,961.00","740,949.00","3,411,811.00","1,170.83","1,319,403.00","67,201.00",0.0033,0.1214,0.0266,0.1223,0.0473,0.0024,0.0033,0.1219,0.0267,0.1228,0.0475,0.0024
ID1980,1980,13-2,13,ID,0.11606146,0.368373484,45.12803561,3.323463484,6.461901523,83570.14,14712,0.000439,1,7.73E-05,944,8187,"8,037,339.00","149,661.00","67,588.00","1,040,217.00","201,742.00","1,041,287.00","1,103.06","376,193.00","66,518.00",0.0083,0.1271,0.0246,0.1272,0.046,0.0081,0.0084,0.1294,0.0251,0.1296,0.0468,0.0083
IL1980,1980,14-2,14,IL,0.108799921,2.409141115,45.12803561,3.323463484,12.91661925,56341.77,195356,0.000066,1,0.000229255,"11,427.00",125551,"124,243,121.00","1,307,879.00","464,511.00","12,265,388.00","2,698,603.00","12,428,760.00","1,087.67","4,043,667.00","301,139.00",0.0037,0.0977,0.0215,0.099,0.0322,0.0024,0.0037,0.0987,0.0217,0.1,0.0325,0.0024
IN1980,1980,15-2,15,IN,0.078307949,1.157872406,45.12803561,3.323463484,7.382030564,36183.72,79904,0.000092,1,0.000204015,"5,490.00",51357,"50,917,712.00","439,288.00","167,880.00","4,626,392.00","735,900.00","4,866,804.00",886.49,"1,942,354.00","-72,532.00",0.0033,0.0901,0.0143,0.0948,0.0378,-0.0014,0.0033,0.0909,0.0145,0.0956,0.0381,-0.0014
KS1980,1980,17-2,17,KS,0.426503298,11.18250528,45.12803561,3.323463484,56.41190401,82277.97,37067,0.001522,1,0.000685626,"2,364.00",23546,"23,078,006.00","467,994.00","101,635.00","2,317,173.00","485,578.00","2,254,031.00",953.48,"871,304.00","164,777.00",0.0043,0.0984,0.0206,0.0957,0.037,0.007,0.0044,0.1004,0.021,0.0977,0.0378,0.0071
KY1980,1980,18-2,18,KY,0.030251886,4.769580232,45.12803561,3.323463484,17.2167339,40409.65,47041,0.000366,1,0.000426055,"3,661.00",29727,"27,901,659.00","1,825,341.00","340,549.00","3,827,866.00","664,678.00","4,569,136.00","1,248.06","1,587,883.00","-400,721.00",0.0115,0.1288,0.0224,0.1537,0.0534,-0.0135,0.0122,0.1372,0.0238,0.1638,0.0569,-0.0144
LA1980,1980,19-2,19,LA,0.459191611,40.80654176,45.12803561,3.323463484,156.3414668,46776.06,53553,0.002919,1,0.003342339,"4,206.00",37022,"34,504,796.00","2,517,204.00","1,311,560.00","4,100,858.00","496,776.00","4,886,708.00","1,161.84","1,684,364.00","525,710.00",0.0354,0.1108,0.0134,0.132,0.0455,0.0142,0.038,0.1188,0.0144,0.1416,0.0488,0.0152
MA1980,1980,22-2,22,MA,0,0.000665715,45.12803561,3.323463484,0.00221248,8103.95,110865,0,1,2.73E-07,"5,737.00",60736,"60,535,000.00","201,000.00","205,961.00","7,251,167.00","2,392,416.00","7,336,100.00","1,278.73","1,714,205.00","121,028.00",0.0034,0.1194,0.0394,0.1208,0.0282,0.002,0.0034,0.1198,0.0395,0.1212,0.0283,0.002
MD1980,1980,21-2,21,MD,0.000418835,0.72493373,45.12803561,3.323463484,2.428191993,9899.54,87156,0.000028,1,0.000245283,"4,217.00",47197,"47,026,191.00","170,809.00","215,634.00","5,348,690.00","1,262,866.00","5,434,815.00","1,288.79","1,475,980.00","129,509.00",0.0046,0.1133,0.0268,0.1152,0.0313,0.0027,0.0046,0.1137,0.0269,0.1156,0.0314,0.0028
ME1980,1980,20-2,20,ME,0,0,45.12803561,3.323463484,0,32489.12,16347,0,0,0,"1,125.00",9391,"9,358,912.00","32,088.00","53,233.00","1,316,164.00","187,775.00","1,325,879.00","1,178.56","389,019.00","43,518.00",0.0057,0.1402,0.02,0.1412,0.0414,0.0046,0.0057,0.1406,0.0201,0.1417,0.0416,0.0046
MI1980,1980,23-2,23,MI,0.415027316,4.785279721,45.12803561,3.323463484,34.63306992,58128.82,140139,0.000247,1,0.000595799,"9,262.00",95248,"94,686,340.00","561,660.00","357,692.00","11,998,866.00","2,827,358.00","12,633,607.00","1,364.03","3,642,925.00","-277,049.00",0.0038,0.126,0.0297,0.1326,0.0382,-0.0029,0.0038,0.1267,0.0299,0.1334,0.0385,-0.0029
MN1980,1980,24-2,24,MN,0.028953992,0.243213532,45.12803561,3.323463484,2.114948073,84376.21,73190,0.000029,1,2.51E-05,"4,076.00",41786,"41,212,212.00","573,788.00","428,644.00","5,271,500.00","1,643,914.00","5,417,876.00","1,329.21","2,060,152.00","282,268.00",0.0103,0.1262,0.0393,0.1297,0.0493,0.0068,0.0104,0.1279,0.0399,0.1315,0.05,0.0068
MO1980,1980,26-2,26,MO,0.024463253,0.611396924,45.12803561,3.323463484,3.135933911,69702.89,74990,0.000042,1,4.50E-05,"4,917.00",45802,"45,471,985.00","330,015.00","166,002.00","4,091,650.00","738,422.00","3,996,074.00",812.71,"1,410,083.00","261,578.00",0.0036,0.0893,0.0161,0.0872,0.0308,0.0057,0.0037,0.09,0.0162,0.0879,0.031,0.0058
MS1980,1980,25-2,25,MS,0.33496284,33.90408534,45.12803561,3.323463484,127.7952046,47675.31,29216,0.004374,1,0.002680532,"2,521.00",17690,"17,424,299.00","265,701.00","126,403.00","2,758,468.00","214,665.00","2,690,817.00","1,067.36","1,009,957.00","194,054.00",0.0071,0.1559,0.0121,0.1521,0.0571,0.011,0.0073,0.1583,0.0123,0.1544,0.058,0.0111
MT1980,1980,27-2,27,MT,2.442936563,22.42950468,45.12803561,3.323463484,184.788568,147042.71,10814,0.017088,1,0.0012567,787,7129,"6,866,037.00","262,963.00","190,370.00","962,837.00","180,635.00","1,004,970.00","1,276.96","279,333.00","148,237.00",0.0267,0.1351,0.0253,0.141,0.0392,0.0208,0.0277,0.1402,0.0263,0.1464,0.0407,0.0216
NC1980,1980,34-2,34,NC,0,1.292201516,45.12803561,3.323463484,4.294584552,49339.57,99087,0.000043,1,8.70E-05,"5,882.00",48272,"48,062,268.00","209,732.00","164,963.00","6,036,863.00","1,472,259.00","5,732,544.00",974.59,"2,500,036.00","469,282.00",0.0034,0.1251,0.0305,0.1188,0.0518,0.0097,0.0034,0.1256,0.0306,0.1193,0.052,0.0098
ND1980,1980,35-2,35,ND,3.881533345,4.392934312,45.12803561,3.323463484,189.7657318,70700.02,8471,0.022401,1,0.002684097,653,5166,"4,952,383.00","213,617.00","166,759.00","846,569.00","89,694.00","909,916.00","1,393.44","311,633.00","103,412.00",0.0323,0.1639,0.0174,0.1761,0.0603,0.02,0.0337,0.1709,0.0181,0.1837,0.0629,0.0209
NE1980,1980,28-2,28,NE,0.160779746,0.931552758,45.12803561,3.323463484,10.35165567,77353.01,23772,0.000435,1,0.000133824,"1,570.00",14395,"14,321,528.00","73,472.00","73,117.00","1,432,876.00","293,400.00","1,392,220.00",886.76,"416,260.00","113,773.00",0.0051,0.0995,0.0204,0.0967,0.0289,0.0079,0.0051,0.1001,0.0205,0.0972,0.0291,0.0079
NH1980,1980,30-2,30,NH,0,0,45.12803561,3.323463484,0,9266.56,18352,0,1,0,921,9072,"9,037,406.00","34,594.00","47,732.00","846,101.00","73,260.00","889,449.00",965.74,"190,021.00","4,384.00",0.0053,0.0933,0.0081,0.098,0.0209,0.0005,0.0053,0.0936,0.0081,0.0984,0.021,0.0005
NJ1980,1980,31-2,31,NJ,0,0.002346065,45.12803561,3.323463484,0.00779706,7553.07,150585,0,1,1.03E-06,"7,365.00",86123,"85,818,883.00","304,117.00","175,822.00","8,646,295.00","1,501,986.00","8,536,849.00","1,159.11","2,305,071.00","285,268.00",0.002,0.1004,0.0174,0.0991,0.0268,0.0033,0.002,0.1008,0.0175,0.0995,0.0269,0.0033
NM1980,1980,32-2,32,NM,0.369951053,48.54193411,45.12803561,3.323463484,178.0225097,121588.62,19869,0.00896,1,0.001464138,"1,303.00",10908,"10,074,718.00","833,282.00","698,439.00","1,484,852.00","93,118.00","1,744,173.00","1,338.58","753,375.00","439,118.00",0.064,0.1361,0.0085,0.1599,0.0691,0.0403,0.0693,0.1474,0.0092,0.1731,0.0748,0.0436
NV1980,1980,29-2,29,NV,0.983968242,1.247726361,45.12803561,3.323463484,48.55132688,110561.37,25995,0.001868,1,0.000439135,800,9463,"9,283,347.00","179,653.00","63,763.00","1,156,758.00",0,"1,097,559.00","1,371.95","353,749.00","122,962.00",0.0067,0.1222,0,0.116,0.0374,0.013,0.0069,0.1246,0,0.1182,0.0381,0.0132
NY1980,1980,33-2,33,NY,0.008341911,11.40777589,45.12803561,3.323463484,38.28978068,48578.82,325089,0.000118,1,0.000788199,"17,558.00",192979,"192,151,695.00","827,305.00","889,903.00","26,309,269.00","7,015,385.00","24,977,940.00","1,422.60","6,440,798.00","2,221,232.00",0.0046,0.1363,0.0364,0.1294,0.0334,0.0115,0.0046,0.1369,0.0365,0.13,0.0335,0.0116
OH1980,1980,36-2,36,OH,0.028486069,9.629084426,45.12803561,3.323463484,33.28743079,41256.24,159856,0.000208,1,0.000806846,"10,798.00",108244,"107,090,146.00","1,153,854.00","263,589.00","11,916,755.00","1,557,072.00","11,397,371.00","1,055.51","3,688,166.00","782,973.00",0.0024,0.1101,0.0144,0.1053,0.0341,0.0072,0.0025,0.1113,0.0145,0.1064,0.0344,0.0073
OK1980,1980,37-2,37,OK,0.531002624,30.2623191,45.12803561,3.323463484,124.5388178,69900.14,42287,0.002945,1,0.001781668,"3,025.00",28847,"26,606,036.00","2,240,964.00","626,642.00","2,806,486.00","451,764.00","3,248,998.00","1,074.05","1,243,058.00","184,130.00",0.0217,0.0973,0.0157,0.1126,0.0431,0.0064,0.0236,0.1055,0.017,0.1221,0.0467,0.0069
OR1980,1980,38-2,38,OR,0.022062439,1.994210966,45.12803561,3.323463484,7.623321869,97076.81,44398,0.000172,1,7.85E-05,"2,633.00",26640,"26,528,696.00","111,304.00","416,166.00","3,624,575.00","1,045,401.00","3,455,956.00","1,312.55","1,037,427.00","584,785.00",0.0156,0.1361,0.0392,0.1297,0.0389,0.022,0.0157,0.1366,0.0394,0.1303,0.0391,0.022
PA1980,1980,39-2,39,PA,0.010969377,15.00057548,45.12803561,3.323463484,50.34889126,45292.96,181870,0.000277,1,0.001111627,"11,864.00",119159,"117,287,571.00","1,871,429.00","340,685.00","13,663,581.00","2,533,524.00","12,644,003.00","1,065.75","3,695,387.00","1,360,263.00",0.0029,0.1147,0.0213,0.1061,0.031,0.0114,0.0029,0.1165,0.0216,0.1078,0.0315,0.0116
RI1980,1980,40-2,40,RI,0,0,45.12803561,3.323463484,0,1086.87,15381,0,1,0,947,9151,"9,124,609.00","26,391.00","115,421.00","1,277,278.00","207,532.00","1,361,003.00","1,437.17","362,215.00","31,696.00",0.0126,0.1396,0.0227,0.1487,0.0396,0.0035,0.0126,0.14,0.0227,0.1492,0.0397,0.0035
SC1980,1980,41-2,41,SC,0,0.768169416,45.12803561,3.323463484,2.552983005,30941.68,45659,0.000056,1,8.25E-05,"3,122.00",24250,"24,176,092.00","73,908.00","120,995.00","3,363,294.00","648,264.00","3,325,311.00","1,065.12","1,264,205.00","158,978.00",0.005,0.1387,0.0267,0.1371,0.0521,0.0066,0.005,0.1391,0.0268,0.1375,0.0523,0.0066
SD1980,1980,42-2,42,SD,1.851783897,2.308430942,45.12803561,3.323463484,91.2393556,77116.22,9727,0.00938,1,0.001183141,691,5564,"5,480,510.00","83,490.00","77,981.00","684,208.00","3,292.00","739,503.00","1,070.19","205,913.00","22,686.00",0.014,0.123,0.0006,0.1329,0.037,0.0041,0.0142,0.1248,0.0006,0.1349,0.0376,0.0041
TN1980,1980,43-2,43,TN,0.028679416,6.190773463,45.12803561,3.323463484,21.86905527,42142.36,69544,0.000314,1,0.000518933,"4,591.00",37847,"37,525,013.00","321,987.00","172,631.00","3,855,416.00","229,022.00","3,873,736.00",843.77,"1,416,092.00","154,311.00",0.0046,0.1019,0.0061,0.1024,0.0374,0.0041,0.0046,0.1027,0.0061,0.1032,0.0377,0.0041
TX1980,1980,44-2,44,TX,2.934997748,218.0011834,45.12803561,3.323463484,856.9696552,264778.77,264658,0.003238,1,0.00323655,"14,229.00",141516,"133,969,580.00","7,546,420.00","2,860,716.00","10,063,632.00",0,"11,486,852.00",807.28,"5,518,003.00","1,437,496.00",0.0202,0.0711,0,0.0812,0.039,0.0102,0.0214,0.0751,0,0.0857,0.0412,0.0107
UT1980,1980,45-2,45,UT,1.044889529,22.45665591,45.12803561,3.323463484,121.7876877,84898.13,24497,0.004972,1,0.001434516,"1,461.00",12506,"11,956,902.00","549,098.00","95,371.00","1,793,437.00","305,704.00","1,754,803.00","1,201.10","750,430.00","134,005.00",0.0076,0.1434,0.0244,0.1403,0.06,0.0107,0.008,0.15,0.0256,0.1468,0.0628,0.0112
VA1980,1980,47-2,47,VA,0.003475731,5.541559594,45.12803561,3.323463484,18.57402386,39995.61,104455,0.000178,1,0.000464402,"5,347.00",54258,"53,391,399.00","866,601.00","245,176.00","5,410,741.00","1,296,853.00","5,393,220.00","1,008.64","1,866,198.00","262,697.00",0.0045,0.0997,0.0239,0.0994,0.0344,0.0048,0.0046,0.1013,0.0243,0.101,0.035,0.0049
VT1980,1980,46-2,46,VT,0,0.002958913,45.12803561,3.323463484,0.009833838,9614.43,7935,0.000001,1,1.02E-06,511,4407,"4,378,290.00","28,710.00","32,106.00","679,016.00","105,607.00","675,868.00","1,322.64","206,038.00","35,254.00",0.0073,0.1541,0.024,0.1534,0.0468,0.008,0.0073,0.1551,0.0241,0.1544,0.0471,0.0081
WA1980,1980,48-2,48,WA,0.004679132,2.557056071,45.12803561,3.323463484,8.709442519,67620.68,83877,0.000104,1,0.000128799,"4,132.00",44912,"44,731,492.00","180,508.00","242,770.00","6,081,194.00",0,"5,714,611.00","1,383.01","2,296,485.00","609,353.00",0.0054,0.1354,0,0.1272,0.0511,0.0136,0.0054,0.1359,0,0.1278,0.0513,0.0136
WI1980,1980,50-2,50,WI,0.230204396,2.624349402,45.12803561,3.323463484,19.11060158,56103.98,74211,0.000258,1,0.000340628,"4,706.00",47519,"47,357,170.00","161,830.00","212,242.00","6,375,275.00","1,741,796.00","6,074,116.00","1,290.72","1,877,861.00","513,401.00",0.0045,0.1342,0.0367,0.1278,0.0395,0.0108,0.0045,0.1346,0.0368,0.1283,0.0397,0.0108
WV1980,1980,49-2,49,WV,0.006533298,8.93232499,45.12803561,3.323463484,29.98109083,24229.88,20937,0.001432,1,0.00123736,"1,950.00",15739,"13,707,841.00","2,031,159.00","98,723.00","2,541,584.00","285,251.00","2,678,563.00","1,373.62","812,642.00","-38,256.00",0.0063,0.1615,0.0181,0.1702,0.0516,-0.0024,0.0072,0.1854,0.0208,0.1954,0.0593,-0.0028
WY1980,1980,51-2,51,WY,0.717686052,84.95068229,45.12803561,3.323463484,314.7182522,97813.89,7359,0.042768,1,0.003217521,470,5533,"4,371,247.00","1,161,753.00","231,000.00","706,195.00",0,"797,449.00","1,696.70","223,360.00","139,746.00",0.0417,0.1276,0,0.1441,0.0404,0.0253,0.0528,0.1616,0,0.1824,0.0511,0.032
AK1981,1981,2-Feb,2,AK,#N/A,#N/A,60.16269062,3.749516129,#N/A,581369.17,9776,#N/A,1,#N/A,418,6917,"6,387,349.00","529,651.00","3,202,451.00","1,931,200.00","902,015.00","2,543,293.00","6,084.43","670,234.00","2,590,358.00",0.463,0.2792,0.1304,0.3677,0.0969,0.3745,0.5014,0.3023,0.1412,0.3982,0.1049,0.4055
AL1981,1981,2-Jan,1,AL,0.238838267,29.12893078,60.16269062,3.749516129,123.5885486,51649.05,51730,0.002389,1,0.002392852,"3,919.00",33931,"33,379,502.00","551,498.00","610,056.00","4,495,358.00","614,965.00","4,373,725.00","1,116.03","1,802,891.00","731,689.00",0.018,0.1325,0.0181,0.1289,0.0531,0.0216,0.0183,0.1347,0.0184,0.131,0.054,0.0219
AR1981,1981,2-Apr,4,AR,0.206604485,39.71688484,60.16269062,3.749516129,161.348982,53178.77,29190,0.005528,1,0.003034086,"2,293.00",19510,"19,322,855.00","187,145.00","114,688.00","2,413,973.00","392,612.00","2,355,786.00","1,027.38","878,432.00","172,875.00",0.0059,0.1237,0.0201,0.1207,0.045,0.0089,0.0059,0.1249,0.0203,0.1219,0.0455,0.0089
AZ1981,1981,2-Mar,3,AZ,0.095178147,0.35512544,60.16269062,3.749516129,7.057721952,113997.77,58999,0.00012,1,6.19E-05,"2,810.00",29737,"28,820,433.00","916,567.00","140,719.00","3,263,985.00","490,641.00","3,075,580.00","1,094.51","1,364,460.00","329,124.00",0.0047,0.1098,0.0165,0.1034,0.0459,0.0111,0.0049,0.1133,0.017,0.1067,0.0473,0.0114
CA1981,1981,2-May,5,CA,2.535059622,6.305284246,60.16269062,3.749516129,176.1577727,158144.83,512203,0.000344,0,0.001113902,"24,286.00",319204,"316,798,067.00","2,405,933.00","1,528,359.00","38,023,859.00","9,320,314.00","38,845,686.00","1,599.51","13,427,036.00","706,532.00",0.0048,0.1191,0.0292,0.1217,0.0421,0.0022,0.0048,0.12,0.0294,0.1226,0.0424,0.0022
CO1981,1981,2-Jun,6,CO,0.430213233,47.48585388,60.16269062,3.749516129,203.9317606,104093.95,61663,0.003307,1,0.001959113,"2,978.00",35968,"34,213,464.00","1,754,536.00","219,855.00","3,280,680.00","541,114.00","3,311,444.00","1,111.97","1,372,236.00","189,091.00",0.0061,0.0912,0.015,0.0921,0.0382,0.0053,0.0064,0.0959,0.0158,0.0968,0.0401,0.0055
CT1981,1981,2-Jul,7,CT,0,0.000664595,60.16269062,3.749516129,0.002491911,4962.77,66947,0,1,5.02E-07,"3,129.00",43117,"42,860,083.00","256,917.00","205,499.00","3,667,435.00","366,506.00","3,740,306.00","1,195.37","930,970.00","132,628.00",0.0048,0.0851,0.0085,0.0867,0.0216,0.0031,0.0048,0.0856,0.0086,0.0873,0.0217,0.0031
DE1981,1981,2-Aug,8,DE,0,0,60.16269062,3.749516129,0,1975.78,11589,0,1,0,596,7049,"7,023,277.00","25,723.00","61,243.00","1,062,208.00","294,830.00","1,029,008.00","1,726.52","368,556.00","94,443.00",0.0087,0.1507,0.0418,0.146,0.0523,0.0134,0.0087,0.1512,0.042,0.1465,0.0525,0.0134
FL1981,1981,2-Oct,10,FL,0.361773636,8.548886872,60.16269062,3.749516129,53.81946457,56695.03,210394,0.000256,1,0.00094928,"10,193.00",113148,"112,399,621.00","748,379.00","547,828.00","8,480,834.00","402,471.00","8,273,745.00",811.71,"3,601,647.00","754,917.00",0.0048,0.075,0.0036,0.0731,0.0318,0.0067,0.0049,0.0755,0.0036,0.0736,0.032,0.0067
GA1981,1981,2-Nov,11,GA,0.000915037,2.240841564,60.16269062,3.749516129,8.45712269,58808.69,101118,0.000084,1,0.000143807,"5,568.00",52303,"52,046,409.00","256,591.00","174,559.00","5,672,986.00","1,288,134.00","5,401,241.00",970.05,"2,117,600.00","446,304.00",0.0033,0.1085,0.0246,0.1033,0.0405,0.0085,0.0034,0.109,0.0247,0.1038,0.0407,0.0086
HI1981,1981,2-Dec,12,HI,#N/A,#N/A,60.16269062,3.749516129,#N/A,6429.38,17927,#N/A,1,#N/A,978,11968,"11,945,470.00","22,530.00","131,903.00","1,953,115.00","387,495.00","1,838,261.00","1,879.61","602,089.00","246,757.00",0.011,0.1632,0.0324,0.1536,0.0503,0.0206,0.011,0.1635,0.0324,0.1539,0.0504,0.0207
IA1981,1981,16-2,16,IA,0.003706627,0.096372294,60.16269062,3.749516129,0.584350108,56272.82,39972,0.000015,0,1.04E-05,"2,908.00",31521,"31,417,773.00","103,227.00","76,044.00","3,593,896.00","809,338.00","3,616,779.00","1,243.73","1,415,088.00","53,161.00",0.0024,0.114,0.0257,0.1147,0.0449,0.0017,0.0024,0.1144,0.0258,0.1151,0.045,0.0017
ID1981,1981,13-2,13,ID,0.11606146,0.368373484,60.16269062,3.749516129,8.363792031,83570.14,14712,0.000568,1,0.000100081,962,9023,"8,836,283.00","186,717.00","77,790.00","1,146,085.00","236,382.00","1,139,290.00","1,184.29","433,171.00","84,585.00",0.0086,0.127,0.0262,0.1263,0.048,0.0094,0.0088,0.1297,0.0268,0.1289,0.049,0.0096
IL1981,1981,14-2,14,IL,0.108799921,2.409141115,60.16269062,3.749516129,15.57880947,56341.77,195356,0.00008,1,0.000276506,"11,443.00",139036,"137,692,604.00","1,343,396.00","519,696.00","13,730,537.00","2,872,470.00","13,934,268.00","1,217.71","4,310,005.00","315,965.00",0.0037,0.0988,0.0207,0.1002,0.031,0.0023,0.0038,0.0997,0.0209,0.1012,0.0313,0.0023
IN1981,1981,15-2,15,IN,0.078307949,1.157872406,60.16269062,3.749516129,9.052678161,36183.72,79904,0.000113,0,0.000250186,"5,480.00",56380,"55,935,847.00","444,153.00","169,322.00","5,318,819.00","797,784.00","5,664,196.00","1,033.61","2,239,276.00","-176,055.00",0.003,0.0943,0.0142,0.1005,0.0397,-0.0031,0.003,0.0951,0.0143,0.1013,0.04,-0.0031
KS1981,1981,17-2,17,KS,0.426503298,11.18250528,60.16269062,3.749516129,67.58856992,82277.97,37067,0.001823,0,0.000821466,"2,385.00",26704,"26,110,890.00","593,110.00","106,067.00","2,609,225.00","565,436.00","2,617,556.00","1,097.51","1,011,028.00","97,736.00",0.004,0.0977,0.0212,0.098,0.0379,0.0037,0.0041,0.0999,0.0217,0.1002,0.0387,0.0037
KY1981,1981,18-2,18,KY,0.030251886,4.769580232,60.16269062,3.749516129,19.70365284,40409.65,47041,0.000419,0,0.000487598,"3,670.00",33005,"31,021,620.00","1,983,380.00","374,613.00","4,243,460.00","727,877.00","4,821,196.00","1,313.68","1,676,918.00","-203,123.00",0.0114,0.1286,0.0221,0.1461,0.0508,-0.0062,0.0121,0.1368,0.0235,0.1554,0.0541,-0.0065
LA1981,1981,19-2,19,LA,0.459191611,40.80654176,60.16269062,3.749516129,180.6309894,46776.06,53553,0.003373,1,0.003861612,"4,283.00",42794,"39,660,781.00","3,133,219.00","1,655,033.00","4,240,133.00","452,274.00","5,825,474.00","1,360.14","1,984,228.00","69,692.00",0.0387,0.0991,0.0106,0.1361,0.0464,0.0016,0.0417,0.1069,0.0114,0.1469,0.05,0.0018
