id,year,ID,state,state name,oil vol (bbl),gas vol (tcf),price oil (pb),price gas (pkcf),un prov res,sqmiles,avg pi,res per pi,increase,res per sq m,Population (000),pi,non min pi (thousands),min earn (thousands),res rev,non res rev,inc tax rev,tot exp,exp per pop,tot edu exp,savings,resrevpi,nonresrevpi,inc tax pi,totexppi,edu exp pi,savings pi,resrevpi2,nonresrevpi2,inc tax rev pi 2,tot exp pi 2,tot edu exp pi 2,savings pi 2
NV1978,1978,29-2,29,NV,0.983968242,1.247726361,23.75475795,2.401869971,26.37080391,110561.37,25995,0.001014,1,0.000238517,719,6990,"6,887,212.00","102,788.00","22,567.00","888,902.00",0,"774,146.00","1,076.70","226,884.00","137,323.00",0.0032,0.1272,0,0.1108,0.0325,0.0196,0.0033,0.1291,0,0.1124,0.0329,0.0199
NY1978,1978,33-2,33,NY,0.008341911,11.40777589,23.75475795,2.401869971,27.59815443,48578.82,325089,0.000085,1,0.000568111,"17,681.00",158209,"157,764,060.00","444,940.00","669,581.00","22,756,331.00","5,850,855.00","21,395,741.00","1,210.10","5,672,720.00","2,030,171.00",0.0042,0.1438,0.037,0.1352,0.0359,0.0128,0.0042,0.1442,0.0371,0.1356,0.036,0.0129
OH1978,1978,36-2,36,OH,0.028486069,9.629084426,23.75475795,2.401869971,23.80448839,41256.24,159856,0.000149,1,0.000576991,"10,796.00",89424,"88,546,491.00","877,509.00","149,263.00","9,946,164.00","1,236,887.00","8,876,799.00",822.23,"2,836,917.00","1,218,628.00",0.0017,0.1112,0.0138,0.0993,0.0317,0.0136,0.0017,0.1123,0.014,0.1003,0.032,0.0138
OK1978,1978,37-2,37,OK,0.531002624,30.2623191,23.75475795,2.401869971,85.29999429,69900.14,42287,0.002017,1,0.001220312,"2,917.00",21391,"20,056,091.00","1,334,909.00","326,005.00","2,299,823.00","343,502.00","2,315,434.00",793.77,"954,148.00","310,394.00",0.0152,0.1075,0.0161,0.1082,0.0446,0.0145,0.0163,0.1147,0.0171,0.1154,0.0476,0.0155
OR1978,1978,38-2,38,OR,0.022062439,1.994210966,23.75475795,2.401869971,5.313923339,97076.81,44398,0.00012,1,5.47E-05,"2,518.00",21103,"21,033,181.00","69,819.00","220,993.00","2,831,193.00","811,722.00","2,593,369.00","1,029.93","788,731.00","458,817.00",0.0105,0.1342,0.0385,0.1229,0.0374,0.0217,0.0105,0.1346,0.0386,0.1233,0.0375,0.0218
PA1978,1978,39-2,39,PA,0.010969377,15.00057548,23.75475795,2.401869971,36.29000667,45292.96,181870,0.0002,1,0.000801228,"11,879.00",98024,"96,452,732.00","1,571,268.00","167,489.00","11,938,794.00","2,114,792.00","11,723,405.00",986.9,"3,316,660.00","382,878.00",0.0017,0.1218,0.0216,0.1196,0.0338,0.0039,0.0017,0.1238,0.0219,0.1215,0.0344,0.004
RI1978,1978,40-2,40,RI,0,0,23.75475795,2.401869971,0,1086.87,15381,0,1,0,952,7309,"7,296,960.00","12,040.00","42,046.00","1,044,874.00","155,575.00","1,066,996.00","1,120.79","272,166.00","19,924.00",0.0058,0.143,0.0213,0.146,0.0372,0.0027,0.0058,0.1432,0.0213,0.1462,0.0373,0.0027
SC1978,1978,41-2,41,SC,0,0.768169416,23.75475795,2.401869971,1.845043053,30941.68,45659,0.00004,1,5.96E-05,"3,044.00",19162,"19,121,997.00","40,003.00","62,760.00","2,705,669.00","474,168.00","2,584,661.00",849.1,"975,805.00","183,768.00",0.0033,0.1412,0.0247,0.1349,0.0509,0.0096,0.0033,0.1415,0.0248,0.1352,0.051,0.0096
SD1978,1978,42-2,42,SD,1.851783897,2.308430942,23.75475795,2.401869971,49.53322922,77116.22,9727,0.005092,1,0.000642319,689,5033,"4,974,268.00","58,732.00","45,928.00","551,755.00","2,969.00","581,674.00",844.23,"170,972.00","16,009.00",0.0091,0.1096,0.0006,0.1156,0.034,0.0032,0.0092,0.1109,0.0006,0.1169,0.0344,0.0032
TN1978,1978,43-2,43,TN,0.028679416,6.190773463,23.75475795,2.401869971,15.55070547,42142.36,69544,0.000224,1,0.000369004,"4,486.00",30615,"30,295,324.00","319,676.00","83,648.00","3,192,280.00","195,705.00","3,091,556.00",689.16,"1,218,082.00","184,372.00",0.0027,0.1043,0.0064,0.101,0.0398,0.006,0.0028,0.1054,0.0065,0.102,0.0402,0.0061
TX1978,1978,44-2,44,TX,2.934997748,218.0011834,23.75475795,2.401869971,593.330657,264778.77,264658,0.002242,0,0.002240854,"13,500.00",106034,"101,575,758.00","4,458,242.00","1,644,840.00","8,280,570.00",0,"8,553,508.00",633.59,"4,293,953.00","1,371,902.00",0.0155,0.0781,0,0.0807,0.0405,0.0129,0.0162,0.0815,0,0.0842,0.0423,0.0135
UT1978,1978,45-2,45,UT,1.044889529,22.45665591,23.75475795,2.401869971,78.7590653,84898.13,24497,0.003215,1,0.000927689,"1,368.00",9625,"9,247,371.00","377,629.00","50,725.00","1,381,522.00","218,342.00","1,299,885.00",950.21,"600,005.00","132,362.00",0.0053,0.1435,0.0227,0.1351,0.0623,0.0138,0.0055,0.1494,0.0236,0.1406,0.0649,0.0143
VA1978,1978,47-2,47,VA,0.003475731,5.541559594,23.75475795,2.401869971,13.39267072,39995.61,104455,0.000128,1,0.000334854,"5,270.00",42408,"41,685,292.00","722,708.00","123,700.00","4,582,968.00","1,039,607.00","4,321,663.00",820.05,"1,542,646.00","385,005.00",0.0029,0.1081,0.0245,0.1019,0.0364,0.0091,0.003,0.1099,0.0249,0.1037,0.037,0.0092
VT1978,1978,46-2,46,VT,0,0.002958913,23.75475795,2.401869971,0.007106923,9614.43,7935,0.000001,1,7.39E-07,498,3478,"3,460,908.00","17,092.00","18,867.00","584,678.00","85,187.00","570,954.00","1,146.49","163,225.00","32,591.00",0.0054,0.1681,0.0245,0.1642,0.0469,0.0094,0.0055,0.1689,0.0246,0.165,0.0472,0.0094
WA1978,1978,48-2,48,WA,0.004679132,2.557056071,23.75475795,2.401869971,6.252867841,67620.68,83877,0.000075,0,9.25E-05,"3,889.00",34276,"34,173,822.00","102,178.00","102,773.00","4,862,380.00",0,"4,250,016.00","1,092.83","1,686,824.00","715,137.00",0.003,0.1419,0,0.124,0.0492,0.0209,0.003,0.1423,0,0.1244,0.0494,0.0209
WI1978,1978,50-2,50,WI,0.230204396,2.624349402,23.75475795,2.401869971,11.77179573,56103.98,74211,0.000159,1,0.000209821,"4,646.00",38199,"38,100,632.00","98,368.00","116,574.00","5,408,178.00","1,609,658.00","4,755,651.00","1,023.60","1,529,964.00","769,101.00",0.0031,0.1416,0.0421,0.1245,0.0401,0.0201,0.0031,0.1419,0.0422,0.1248,0.0402,0.0202
WV1978,1978,49-2,49,WV,0.006533298,8.93232499,23.75475795,2.401869971,21.60948007,24229.88,20937,0.001032,1,0.000891853,"1,923.00",12803,"11,125,309.00","1,677,691.00","69,643.00","2,010,791.00","203,955.00","2,054,400.00","1,068.33","654,887.00","26,034.00",0.0054,0.1571,0.0159,0.1605,0.0512,0.002,0.0063,0.1807,0.0183,0.1847,0.0589,0.0023
WY1978,1978,51-2,51,WY,0.717686052,84.95068229,23.75475795,2.401869971,221.0889512,97813.89,7359,0.030044,1,0.002260302,433,4036,"3,264,021.00","771,979.00","124,606.00","546,281.00",0,"507,006.00","1,170.91","156,725.00","163,881.00",0.0309,0.1354,0,0.1256,0.0388,0.0406,0.0382,0.1674,0,0.1553,0.048,0.0502
AK1979,1979,2-Feb,2,AK,#N/A,#N/A,29.98771068,2.799485649,#N/A,581369.17,9776,#N/A,1,#N/A,403,5327,"5,039,710.00","287,290.00","504,830.00","1,194,586.00","373,035.00","1,466,387.00","3,638.68","454,732.00","233,029.00",0.0948,0.2243,0.07,0.2753,0.0854,0.0437,0.1002,0.237,0.074,0.291,0.0902,0.0462
AL1979,1979,2-Jan,1,AL,0.238838267,29.12893078,29.98771068,2.799485649,88.70823653,51649.05,51730,0.001715,1,0.001717519,"3,866.00",27625,"27,134,212.00","490,788.00","104,001.00","3,666,596.00","463,539.00","3,558,214.00",920.39,"1,536,881.00","212,383.00",0.0038,0.1327,0.0168,0.1288,0.0556,0.0077,0.0038,0.1351,0.0171,0.1311,0.0566,0.0078
AR1979,1979,2-Apr,4,AR,0.206604485,39.71688484,29.98771068,2.799485649,117.3824446,53178.77,29190,0.004021,1,0.002207318,"2,271.00",15930,"15,810,082.00","119,918.00","62,422.00","1,905,492.00","312,289.00","1,896,528.00",835.11,"681,175.00","71,386.00",0.0039,0.1196,0.0196,0.1191,0.0428,0.0045,0.0039,0.1205,0.0198,0.12,0.0431,0.0045
AZ1979,1979,2-Mar,3,AZ,0.095178147,0.35512544,29.98771068,2.799485649,3.848343296,113997.77,58999,0.000065,1,3.38E-05,"2,636.00",22451,"21,807,088.00","643,912.00","67,626.00","2,749,693.00","359,617.00","2,287,936.00",867.96,"1,055,815.00","529,383.00",0.003,0.1225,0.016,0.1019,0.047,0.0236,0.0031,0.1261,0.0165,0.1049,0.0484,0.0243
CA1979,1979,2-May,5,CA,2.535059622,6.305284246,29.98771068,2.799485649,93.67218726,158144.83,512203,0.000183,1,0.000592319,"23,257.00",249280,"247,824,897.00","1,455,103.00","1,004,533.00","30,053,284.00","7,132,759.00","28,319,387.00","1,217.67","9,706,001.00","2,738,430.00",0.004,0.1206,0.0286,0.1136,0.0389,0.011,0.0041,0.1213,0.0288,0.1143,0.0392,0.011
CO1979,1979,2-Jun,6,CO,0.430213233,47.48585388,29.98771068,2.799485649,145.8370764,104093.95,61663,0.002365,1,0.001401014,"2,849.00",27073,"26,081,580.00","991,420.00","119,597.00","2,930,657.00","569,373.00","2,517,894.00",883.78,"1,156,984.00","532,360.00",0.0044,0.1083,0.021,0.093,0.0427,0.0197,0.0046,0.1124,0.0218,0.0965,0.0444,0.0204
CT1979,1979,2-Jul,7,CT,0,0.000664595,29.98771068,2.799485649,0.001860525,4962.77,66947,0,1,3.75E-07,"3,096.00",33650,"33,526,752.00","123,248.00","106,857.00","3,066,831.00","314,626.00","2,966,713.00",958.24,"739,112.00","206,975.00",0.0032,0.0911,0.0093,0.0882,0.022,0.0062,0.0032,0.0915,0.0094,0.0885,0.022,0.0062
DE1979,1979,2-Aug,8,DE,0,0,29.98771068,2.799485649,0,1975.78,11589,0,1,0,595,5678,"5,662,294.00","15,706.00","24,180.00","844,822.00","265,938.00","762,291.00","1,281.16","310,251.00","106,711.00",0.0043,0.1488,0.0468,0.1343,0.0546,0.0188,0.0043,0.1492,0.047,0.1346,0.0548,0.0188
FL1979,1979,2-Oct,10,FL,0.361773636,8.548886872,29.98771068,2.799485649,34.78124925,56695.03,210394,0.000165,1,0.00061348,"9,426.00",82686,"82,284,950.00","401,050.00","300,818.00","6,985,388.00","314,409.00","6,461,546.00",685.5,"2,785,354.00","824,660.00",0.0036,0.0845,0.0038,0.0781,0.0337,0.01,0.0037,0.0849,0.0038,0.0785,0.0339,0.01
GA1979,1979,2-Nov,11,GA,0.000915037,2.240841564,29.98771068,2.799485649,6.300643672,58808.69,101118,0.000062,1,0.000107138,"5,401.00",41273,"41,088,020.00","184,980.00","122,365.00","4,482,612.00","955,532.00","4,346,543.00",804.77,"1,707,854.00","258,434.00",0.003,0.1086,0.0232,0.1053,0.0414,0.0063,0.003,0.1091,0.0233,0.1058,0.0416,0.0063
HI1979,1979,2-Dec,12,HI,#N/A,#N/A,29.98771068,2.799485649,#N/A,6429.38,17927,#N/A,1,#N/A,953,9594,"9,583,846.00","10,154.00","71,518.00","1,598,510.00","304,433.00","1,524,074.00","1,599.24","501,249.00","145,954.00",0.0075,0.1666,0.0317,0.1589,0.0522,0.0152,0.0075,0.1668,0.0318,0.159,0.0523,0.0152
IA1979,1979,16-2,16,IA,0.003706627,0.096372294,29.98771068,2.799485649,0.380946104,56272.82,39972,0.00001,1,6.77E-06,"2,916.00",26233,"26,150,618.00","82,382.00","72,850.00","2,983,314.00","688,953.00","3,010,872.00","1,032.53","1,175,738.00","45,292.00",0.0028,0.1137,0.0263,0.1148,0.0448,0.0017,0.0028,0.1141,0.0263,0.1151,0.045,0.0017
ID1979,1979,13-2,13,ID,0.11606146,0.368373484,29.98771068,2.799485649,4.511673765,83570.14,14712,0.000307,1,5.40E-05,933,7271,"7,153,690.00","117,310.00","48,410.00","946,359.00","182,628.00","891,351.00",955.36,"298,916.00","103,418.00",0.0067,0.1302,0.0251,0.1226,0.0411,0.0142,0.0068,0.1323,0.0255,0.1246,0.0418,0.0145
IL1979,1979,14-2,14,IL,0.108799921,2.409141115,29.98771068,2.799485649,10.00701654,56341.77,195356,0.000051,1,0.000177613,"11,397.00",115824,"114,774,825.00","1,049,175.00","237,626.00","10,964,276.00","2,232,255.00","10,408,051.00",913.23,"3,412,739.00","793,851.00",0.0021,0.0947,0.0193,0.0899,0.0295,0.0069,0.0021,0.0955,0.0194,0.0907,0.0297,0.0069
IN1979,1979,15-2,15,IN,0.078307949,1.157872406,29.98771068,2.799485649,5.589723297,36183.72,79904,0.00007,1,0.000154482,"5,501.00",47774,"47,391,096.00","382,904.00","127,389.00","4,484,910.00","720,448.00","4,088,513.00",743.23,"1,712,156.00","523,786.00",0.0027,0.0939,0.0151,0.0856,0.0358,0.011,0.0027,0.0946,0.0152,0.0863,0.0361,0.0111
KS1979,1979,17-2,17,KS,0.426503298,11.18250528,29.98771068,2.799485649,44.09512058,82277.97,37067,0.00119,1,0.000535929,"2,351.00",21406,"21,070,618.00","335,382.00","81,691.00","2,096,191.00","438,927.00","2,012,395.00",855.97,"816,802.00","165,487.00",0.0038,0.0979,0.0205,0.094,0.0382,0.0077,0.0039,0.0995,0.0208,0.0955,0.0388,0.0079
KY1979,1979,18-2,18,KY,0.030251886,4.769580232,29.98771068,2.799485649,14.2595562,40409.65,47041,0.000303,1,0.000352875,"3,642.00",27703,"25,886,742.00","1,816,258.00","283,210.00","3,558,636.00","619,656.00","3,880,371.00","1,065.45","1,419,304.00","-38,525.00",0.0102,0.1285,0.0224,0.1401,0.0512,-0.0014,0.0109,0.1375,0.0239,0.1499,0.0548,-0.0015
LA1979,1979,19-2,19,LA,0.459191611,40.80654176,29.98771068,2.799485649,128.0074332,46776.06,53553,0.00239,0,0.002736601,"4,138.00",32055,"30,122,650.00","1,932,350.00","885,657.00","3,660,692.00","454,799.00","4,123,066.00",996.39,"1,479,038.00","423,283.00",0.0276,0.1142,0.0142,0.1286,0.0461,0.0132,0.0294,0.1215,0.0151,0.1369,0.0491,0.0141
MA1979,1979,22-2,22,MA,0,0.000665715,29.98771068,2.799485649,0.00186366,8103.95,110865,0,1,2.30E-07,"5,738.00",53849,"53,746,913.00","102,087.00","132,760.00","6,691,612.00","2,114,665.00","6,377,089.00","1,111.38","1,644,317.00","447,283.00",0.0025,0.1243,0.0393,0.1184,0.0305,0.0083,0.0025,0.1245,0.0393,0.1187,0.0306,0.0083
MD1979,1979,21-2,21,MD,0.000418835,0.72493373,29.98771068,2.799485649,2.042001485,9899.54,87156,0.000023,1,0.000206272,"4,191.00",42112,"42,001,171.00","110,829.00","189,483.00","4,787,250.00","1,151,202.00","4,678,335.00","1,116.28","1,390,715.00","298,398.00",0.0045,0.1137,0.0273,0.1111,0.033,0.0071,0.0045,0.114,0.0274,0.1114,0.0331,0.0071
ME1979,1979,20-2,20,ME,0,0,29.98771068,2.799485649,0,32489.12,16347,0,1,0,"1,123.00",8338,"8,319,941.00","18,059.00","47,523.00","1,186,141.00","153,753.00","1,182,604.00","1,053.08","351,028.00","51,060.00",0.0057,0.1423,0.0184,0.1418,0.0421,0.0061,0.0057,0.1426,0.0185,0.1421,0.0422,0.0061
MI1979,1979,23-2,23,MI,0.415027316,4.785279721,29.98771068,2.799485649,25.84204099,58128.82,140139,0.000184,1,0.000444565,"9,266.00",89056,"88,593,139.00","462,861.00","242,332.00","11,206,769.00","2,935,496.00","10,507,366.00","1,133.97","3,426,228.00","941,735.00",0.0027,0.1258,0.033,0.118,0.0385,0.0106,0.0027,0.1265,0.0331,0.1186,0.0387,0.0106
MN1979,1979,24-2,24,MN,0.028953992,0.243213532,29.98771068,2.799485649,1.549136727,84376.21,73190,0.000021,1,1.84E-05,"4,050.00",37603,"37,060,027.00","542,973.00","257,825.00","5,058,384.00","1,612,732.00","4,778,525.00","1,179.88","1,896,447.00","537,684.00",0.0069,0.1345,0.0429,0.1271,0.0504,0.0143,0.007,0.1365,0.0435,0.1289,0.0512,0.0145
MO1979,1979,26-2,26,MO,0.024463253,0.611396924,29.98771068,2.799485649,2.445193873,69702.89,74990,0.000033,1,3.51E-05,"4,912.00",42203,"41,930,781.00","272,219.00","95,380.00","3,725,841.00","664,949.00","3,337,486.00",679.46,"1,204,116.00","483,735.00",0.0023,0.0883,0.0158,0.0791,0.0285,0.0115,0.0023,0.0889,0.0159,0.0796,0.0287,0.0115
MS1979,1979,25-2,25,MS,0.33496284,33.90408534,29.98771068,2.799485649,104.9587691,47675.31,29216,0.003592,1,0.002201533,"2,507.00",16280,"16,080,917.00","199,083.00","89,170.00","2,508,472.00","251,750.00","2,367,447.00",944.33,"912,062.00","230,195.00",0.0055,0.1541,0.0155,0.1454,0.056,0.0141,0.0055,0.156,0.0157,0.1472,0.0567,0.0143
MT1979,1979,27-2,27,MT,2.442936563,22.42950468,29.98771068,2.799485649,136.0491513,147042.71,10814,0.012581,1,0.000925236,787,6465,"6,256,732.00","208,268.00","117,827.00","888,296.00","177,671.00","901,509.00","1,145.50","278,269.00","104,614.00",0.0182,0.1374,0.0275,0.1394,0.043,0.0162,0.0188,0.142,0.0284,0.1441,0.0445,0.0167
NC1979,1979,34-2,34,NC,0,1.292201516,29.98771068,2.799485649,3.617499599,49339.57,99087,0.000037,0,7.33E-05,"5,823.00",42937,"42,788,938.00","148,062.00","95,095.00","5,442,025.00","1,251,005.00","5,249,075.00",901.44,"2,291,946.00","288,045.00",0.0022,0.1267,0.0291,0.1223,0.0534,0.0067,0.0022,0.1272,0.0292,0.1227,0.0536,0.0067
ND1979,1979,35-2,35,ND,3.881533345,4.392934312,29.98771068,2.799485649,128.6962555,70700.02,8471,0.015192,1,0.001820314,653,5407,"5,268,861.00","138,139.00","90,650.00","732,393.00","78,089.00","777,270.00","1,190.31","264,348.00","45,773.00",0.0168,0.1355,0.0144,0.1438,0.0489,0.0085,0.0172,0.139,0.0148,0.1475,0.0502,0.0087
NE1979,1979,28-2,28,NE,0.160779746,0.931552758,29.98771068,2.799485649,7.429285079,77353.01,23772,0.000313,1,9.60E-05,"1,567.00",13526,"13,468,415.00","57,585.00","51,798.00","1,282,015.00","258,542.00","1,249,578.00",797.43,"385,067.00","84,235.00",0.0038,0.0948,0.0191,0.0924,0.0285,0.0062,0.0038,0.0952,0.0192,0.0928,0.0286,0.0063
NH1979,1979,30-2,30,NH,0,0,29.98771068,2.799485649,0,9266.56,18352,0,1,0,909,7921,"7,901,333.00","19,667.00","22,727.00","816,997.00","73,225.00","784,231.00",862.74,"161,462.00","55,493.00",0.0029,0.1031,0.0092,0.099,0.0204,0.007,0.0029,0.1034,0.0093,0.0993,0.0204,0.007
NJ1979,1979,31-2,31,NJ,0,0.002346065,29.98771068,2.799485649,0.006567774,7553.07,150585,0,1,8.70E-07,"7,367.00",76470,"76,301,650.00","168,350.00","153,687.00","7,727,642.00","1,298,007.00","7,718,082.00","1,047.66","2,118,498.00","163,247.00",0.002,0.1011,0.017,0.1009,0.0277,0.0021,0.002,0.1013,0.017,0.1012,0.0278,0.0021
NM1979,1979,32-2,32,NM,0.369951053,48.54193411,29.98771068,2.799485649,146.986433,121588.62,19869,0.007398,1,0.001208883,"1,285.00",9662,"8,978,867.00","683,133.00","444,891.00","1,402,175.00","109,064.00","1,578,199.00","1,228.17","699,575.00","268,867.00",0.046,0.1451,0.0113,0.1633,0.0724,0.0278,0.0495,0.1562,0.0121,0.1758,0.0779,0.0299
NV1979,1979,29-2,29,NV,0.983968242,1.247726361,29.98771068,2.799485649,32.99994701,110561.37,25995,0.001269,1,0.000298476,765,8140,"8,023,728.00","116,272.00","37,289.00","1,022,196.00",0,"861,520.00","1,126.17","264,951.00","197,965.00",0.0046,0.1256,0,0.1058,0.0325,0.0243,0.0046,0.1274,0,0.1074,0.033,0.0247
NY1979,1979,33-2,33,NY,0.008341911,11.40777589,29.98771068,2.799485649,32.18605972,48578.82,325089,0.000099,0,0.000662553,"17,584.00",173149,"172,640,009.00","508,991.00","709,499.00","24,471,488.00","6,281,148.00","22,707,937.00","1,291.40","6,028,039.00","2,473,050.00",0.0041,0.1413,0.0363,0.1311,0.0348,0.0143,0.0041,0.1417,0.0364,0.1315,0.0349,0.0143
OH1979,1979,36-2,36,OH,0.028486069,9.629084426,29.98771068,2.799485649,27.81071565,41256.24,159856,0.000174,1,0.000674097,"10,798.00",99044,"98,028,600.00","1,015,400.00","181,197.00","11,253,533.00","1,373,063.00","9,761,512.00",904.01,"3,343,254.00","1,673,218.00",0.0018,0.1136,0.0139,0.0986,0.0338,0.0169,0.0018,0.1148,0.014,0.0996,0.0341,0.0171
OK1979,1979,37-2,37,OK,0.531002624,30.2623191,29.98771068,2.799485649,100.6424811,69900.14,42287,0.00238,1,0.001439804,"2,975.00",24933,"23,276,973.00","1,656,027.00","422,024.00","2,544,171.00","428,611.00","2,732,959.00",918.64,"1,075,826.00","233,236.00",0.0169,0.102,0.0172,0.1096,0.0431,0.0094,0.0181,0.1093,0.0184,0.1174,0.0462,0.01
OR1979,1979,38-2,38,OR,0.022062439,1.994210966,29.98771068,2.799485649,6.244367025,97076.81,44398,0.000141,1,6.43E-05,"2,588.00",23966,"23,884,079.00","81,921.00","346,367.00","3,153,030.00","972,962.00","2,906,343.00","1,123.01","894,257.00","593,054.00",0.0145,0.1316,0.0406,0.1213,0.0373,0.0247,0.0145,0.132,0.0407,0.1217,0.0374,0.0248
PA1979,1979,39-2,39,PA,0.010969377,15.00057548,29.98771068,2.799485649,42.32284227,45292.96,181870,0.000233,1,0.000934424,"11,888.00",108552,"106,749,010.00","1,802,990.00","227,756.00","12,529,733.00","2,405,874.00","11,574,944.00",973.67,"3,468,028.00","1,182,545.00",0.0021,0.1154,0.0222,0.1066,0.0319,0.0109,0.0021,0.1174,0.0225,0.1084,0.0325,0.0111
RI1979,1979,40-2,40,RI,0,0,29.98771068,2.799485649,0,1086.87,15381,0,1,0,950,8128,"8,113,763.00","14,237.00","68,904.00","1,141,737.00","209,401.00","1,171,144.00","1,232.78","313,218.00","39,497.00",0.0085,0.1405,0.0258,0.1441,0.0385,0.0049,0.0085,0.1407,0.0258,0.1443,0.0386,0.0049
SC1979,1979,41-2,41,SC,0,0.768169416,29.98771068,2.799485649,2.150479257,30941.68,45659,0.000047,1,6.95E-05,"3,090.00",21572,"21,524,007.00","47,993.00","87,218.00","3,081,851.00","555,898.00","3,009,318.00",973.89,"1,133,145.00","159,751.00",0.004,0.1429,0.0258,0.1395,0.0525,0.0074,0.0041,0.1432,0.0258,0.1398,0.0526,0.0074
SD1979,1979,42-2,42,SD,1.851783897,2.308430942,29.98771068,2.799485649,61.99317905,77116.22,9727,0.006373,1,0.000803893,688,5553,"5,482,144.00","70,856.00","58,707.00","596,897.00","2,908.00","641,812.00",932.87,"202,521.00","13,792.00",0.0106,0.1075,0.0005,0.1156,0.0365,0.0025,0.0107,0.1089,0.0005,0.1171,0.0369,0.0025
TN1979,1979,43-2,43,TN,0.028679416,6.190773463,29.98771068,2.799485649,18.19101151,42142.36,69544,0.000262,1,0.000431656,"4,560.00",34248,"33,920,379.00","327,621.00","113,608.00","3,500,993.00","212,110.00","3,360,630.00",736.98,"1,263,240.00","253,971.00",0.0033,0.1022,0.0062,0.0981,0.0369,0.0074,0.0033,0.1032,0.0063,0.0991,0.0372,0.0075
TX1979,1979,44-2,44,TX,2.934997748,218.0011834,29.98771068,2.799485649,698.3050476,264778.77,264658,0.002639,1,0.002637315,"13,888.00",122649,"117,105,718.00","5,543,282.00","1,968,608.00","9,080,681.00",0,"9,665,145.00",695.93,"4,541,393.00","1,384,144.00",0.0161,0.074,0,0.0788,0.037,0.0113,0.0168,0.0775,0,0.0825,0.0388,0.0118
UT1979,1979,45-2,45,UT,1.044889529,22.45665591,29.98771068,2.799485649,94.2009308,84898.13,24497,0.003845,1,0.001109576,"1,420.00",11034,"10,566,520.00","467,480.00","67,979.00","1,536,582.00","258,829.00","1,464,340.00","1,031.23","661,338.00","140,221.00",0.0062,0.1393,0.0235,0.1327,0.0599,0.0127,0.0064,0.1454,0.0245,0.1386,0.0626,0.0133
VA1979,1979,47-2,47,VA,0.003475731,5.541559594,29.98771068,2.799485649,15.61774577,39995.61,104455,0.00015,1,0.000390487,"5,308.00",47654,"46,825,074.00","828,926.00","188,348.00","4,947,581.00","1,162,847.00","4,875,996.00",918.61,"1,695,986.00","259,933.00",0.004,0.1038,0.0244,0.1023,0.0356,0.0055,0.004,0.1057,0.0248,0.1041,0.0362,0.0056
VT1979,1979,46-2,46,VT,0,0.002958913,29.98771068,2.799485649,0.008283433,9614.43,7935,0.000001,1,8.62E-07,505,3922,"3,901,679.00","20,321.00","23,239.00","616,331.00","107,238.00","616,778.00","1,221.34","188,896.00","22,792.00",0.0059,0.1571,0.0273,0.1573,0.0482,0.0058,0.006,0.158,0.0275,0.1581,0.0484,0.0058
WA1979,1979,48-2,48,WA,0.004679132,2.557056071,29.98771068,2.799485649,7.298758234,67620.68,83877,0.000087,1,0.000107937,"4,018.00",39514,"39,389,369.00","124,631.00","185,735.00","5,474,241.00",0,"4,859,997.00","1,209.56","1,988,304.00","799,979.00",0.0047,0.1385,0,0.123,0.0503,0.0202,0.0047,0.139,0,0.1234,0.0505,0.0203
WI1979,1979,50-2,50,WI,0.230204396,2.624349402,29.98771068,2.799485649,14.25013131,56103.98,74211,0.000192,1,0.000253995,"4,683.00",42911,"42,794,692.00","116,308.00","177,109.00","6,078,240.00","1,702,796.00","5,381,001.00","1,149.05","1,691,628.00","874,348.00",0.0041,0.1416,0.0397,0.1254,0.0394,0.0204,0.0041,0.142,0.0398,0.1257,0.0395,0.0204
WV1979,1979,49-2,49,WV,0.006533298,8.93232499,29.98771068,2.799485649,25.20183427,24229.88,20937,0.001204,1,0.001040114,"1,942.00",14297,"12,454,745.00","1,842,255.00","80,226.00","2,314,538.00","242,924.00","2,423,711.00","1,248.05","815,314.00","-28,947.00",0.0056,0.1619,0.017,0.1695,0.057,-0.002,0.0064,0.1858,0.0195,0.1946,0.0655,-0.0023
WY1979,1979,51-2,51,WY,0.717686052,84.95068229,29.98771068,2.799485649,259.3399776,97813.89,7359,0.035242,1,0.002651361,454,4751,"3,798,576.00","952,424.00","165,727.00","622,843.00",0,"633,196.00","1,394.70","168,901.00","155,374.00",0.0349,0.1311,0,0.1333,0.0356,0.0327,0.0436,0.164,0,0.1667,0.0445,0.0409
AK1980,1980,2-Feb,2,AK,#N/A,#N/A,45.12803561,3.323463484,#N/A,581369.17,9776,#N/A,1,#N/A,402,6070,"5,697,597.00","372,403.00","1,603,254.00","1,626,259.00","665,810.00","2,032,718.00","5,056.51","598,629.00","1,196,795.00",0.2641,0.2679,0.1097,0.3349,0.0986,0.1972,0.2814,0.2854,0.1169,0.3568,0.1051,0.2101
AL1980,1980,2-Jan,1,AL,0.238838267,29.12893078,45.12803561,3.323463484,107.5872396,51649.05,51730,0.00208,1,0.002083044,"3,894.00",30522,"29,972,757.00","549,243.00","130,968.00","4,022,620.00","505,808.00","4,001,856.00","1,027.70","1,665,103.00","151,732.00",0.0043,0.1318,0.0166,0.1311,0.0546,0.005,0.0044,0.1342,0.0169,0.1335,0.0556,0.0051
